recording,loc,frame_id,time_sec,person_rank,person_count,bbox,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_area,yolo_conf,dist_conf2,dist_conf1,gt_distance_m,band,has_conf2,conf2_pixel_count,conf1_pixel_count,conf2_vs_conf1_abs_diff_m,divergence_flag,sharpness,vest,hard_hat,occlusion,orientation,lateral
Garage4,Garage,1512,50.419437792152166,1,3,"312.95,394.95,414.31,673.28",312.9466552734375,394.9545593261719,414.3096923828125,673.2818603515625,28212.100542388856,0.8712546825408936,4.58984375,4.60546875,4.58984375,3-5,True,391,631,0.015625,False,2320.3106025688626,,,,,
Garage4,Garage,1512,50.419437792152166,2,3,"895.49,392.71,959.82,719.31",895.4851684570312,392.71441650390625,959.8196411132812,719.3145141601562,21011.645052194595,0.6487799882888794,,,,,False,0,0,,False,641.1241774496724,,,,,
Garage4,Garage,1512,50.419437792152166,3,3,"470.14,395.60,559.77,626.23",470.135009765625,395.6020202636719,559.7726440429688,626.2337646484375,20673.28395590745,0.8984777927398682,5.71484375,5.72265625,5.71484375,>5,True,357,434,0.0078125,False,829.2185105822728,,,,,
Garage4,Garage,1530,51.01966937514953,1,3,"719.12,395.75,935.52,719.44",719.1206665039062,395.7497863769531,935.5220947265625,719.435546875,70046.06086711399,0.9311812520027161,2.599609375,2.609375,2.599609375,<3,True,1068,1344,0.009765625,False,872.4380622690434,,,,,
Garage4,Garage,1530,51.01966937514953,2,3,"265.87,389.31,398.30,718.46",265.86517333984375,389.3081359863281,398.29974365234375,718.45947265625,43591.01583966613,0.8576616048812866,4.01171875,3.9453125,4.01171875,3-5,True,7,909,0.06640625,False,1993.187986433422,,,,,
Garage4,Garage,1530,51.01966937514953,3,3,"428.82,393.57,515.17,646.83",428.8210144042969,393.5660400390625,515.17431640625,646.8316650390625,21870.32300233841,0.8697732090950012,5.12890625,5.1484375,5.12890625,>5,True,375,495,0.01953125,False,941.6682385454129,,,,,
Garage4,Garage,1542,51.41982383397408,1,3,"251.81,390.92,389.68,719.60",251.8114013671875,390.9156188964844,389.6756286621094,719.600830078125,45313.9326628251,0.9096779823303223,3.515625,3.53125,3.515625,3-5,True,400,996,0.015625,False,1994.715810326232,,,,,
Garage4,Garage,1542,51.41982383397408,2,3,"699.99,393.54,828.28,719.63",699.9913330078125,393.539794921875,828.2799682617188,719.6275634765625,41833.354800872505,0.9025095701217651,3.16796875,3.1806640625,3.16796875,3-5,True,603,972,0.0126953125,False,1082.9330875057778,,,,,
Garage4,Garage,1542,51.41982383397408,3,3,"383.67,394.37,480.51,671.35",383.6726989746094,394.36505126953125,480.5113220214844,671.350341796875,26822.874138906598,0.8899222016334534,4.6953125,4.6953125,4.6953125,3-5,True,576,645,0.0,False,1001.0554528448231,,,,,
Garage4,Garage,1560,52.02005529194139,1,3,"166.56,382.64,340.57,719.67",166.55813598632812,382.6376037597656,340.5703125,719.6737060546875,58648.385724023916,0.9137560129165649,2.876953125,2.884765625,2.876953125,<3,True,283,1268,0.0078125,False,1359.9574994873128,,,,,
Garage4,Garage,1560,52.02005529194139,2,3,"636.77,403.88,771.42,718.22",636.771728515625,403.8761901855469,771.417724609375,718.21826171875,42324.90133576095,0.900873601436615,3.986328125,4.00390625,3.986328125,3-5,True,621,922,0.017578125,False,1049.3290876383617,,,,,
Garage4,Garage,1560,52.02005529194139,3,3,"326.48,392.99,434.52,713.40",326.47589111328125,392.98828125,434.516845703125,713.3955688476562,34617.109209593385,0.9122448563575745,4.10546875,4.11328125,4.10546875,3-5,True,526,760,0.0078125,False,1064.5363228371368,,,,,
Garage4,Garage,1572,52.4202096669469,1,3,"97.84,381.36,305.52,719.65",97.83988952636719,381.3555603027344,305.5238037109375,719.652099609375,70258.74943829747,0.9216616153717041,2.52734375,2.533203125,2.52734375,<3,True,1196,1555,0.005859375,False,1242.5456534835057,,,,,
Garage4,Garage,1572,52.4202096669469,2,3,"274.91,395.66,399.97,719.24",274.90875244140625,395.65753173828125,399.970703125,719.2354125976562,40467.28097833693,0.8940138816833496,3.701171875,3.705078125,3.701171875,3-5,True,484,737,0.00390625,False,981.9914245461497,,,,,
Garage4,Garage,1572,52.4202096669469,3,3,"626.79,398.44,721.07,671.10",626.7857666015625,398.44427490234375,721.0684814453125,671.102783203125,25706.9843878448,0.8532347083091736,4.609375,4.6171875,4.609375,3-5,True,410,596,0.0078125,False,1754.0074103944462,,,,,
Garage4,Garage,1584,52.82036416698247,1,3,"29.98,374.27,195.47,719.45",29.975692749023438,374.27325439453125,195.4736328125,719.44677734375,57125.50701254886,0.8994067907333374,2.16796875,2.142578125,2.16796875,<3,True,531,1175,0.025390625,False,767.1978135137474,,,,,
Garage4,Garage,1584,52.82036416698247,2,3,"213.45,387.20,366.80,719.33",213.4464569091797,387.20269775390625,366.7980651855469,719.3349609375,50933.01671967376,0.921699583530426,3.30078125,3.302734375,3.30078125,3-5,True,1061,1180,0.001953125,False,985.7180999974962,,,,,
Garage4,Garage,1584,52.82036416698247,3,3,"601.22,401.21,689.00,640.51",601.2191162109375,401.20550537109375,688.9979248046875,640.5130004882812,21006.126808941364,0.8938137292861938,5.19921875,5.21875,5.19921875,>5,True,241,430,0.01953125,False,1828.0420319830946,,,,,
Garage4,Garage,1596,53.220518541987985,1,3,"171.07,384.26,353.10,719.52",171.07200622558594,384.2566223144531,353.09814453125,719.51611328125,61025.9904710087,0.9289138913154602,2.787109375,2.791015625,2.787109375,<3,True,1298,1415,0.00390625,False,894.5839362532417,,,,,
Garage4,Garage,1596,53.220518541987985,2,3,"0.23,373.72,65.31,719.26",0.2283954620361328,373.71929931640625,65.30703735351562,719.2555541992188,22487.030192041537,0.8700921535491943,3.03125,3.037109375,3.03125,3-5,True,13,62,0.005859375,False,568.5248013254884,,,,,
Garage4,Garage,1596,53.220518541987985,3,3,"590.49,405.10,671.14,627.49",590.4879150390625,405.0958251953125,671.1429443359375,627.48681640625,17936.951911479235,0.8809858560562134,5.66015625,5.6640625,5.66015625,>5,True,281,429,0.00390625,False,1642.322295649679,,,,,
Garage4,Garage,1614,53.820750209037215,1,2,"58.30,371.81,302.10,719.31",58.30268096923828,371.80999755859375,302.0978698730469,719.3092041015625,84718.63470306667,0.9363817572593689,2.078125,2.0859375,2.078125,<3,True,1730,1949,0.0078125,False,736.991963630833,,,,,
Garage4,Garage,1614,53.820750209037215,2,2,"573.84,405.22,643.23,591.06",573.8443603515625,405.2230224609375,643.2326049804688,591.0556640625,12894.60079548508,0.8880207538604736,6.45703125,6.505859375,6.45703125,>5,True,17,246,0.048828125,False,2190.647022364224,,,,,
Garage4,Garage,1626,54.22090454213321,1,2,"0.18,367.23,302.44,719.22",0.1838836669921875,367.227294921875,302.43975830078125,719.2240600585938,106393.09011466336,0.9347461462020874,1.65625,1.650390625,1.65625,<3,True,1637,2337,0.005859375,False,594.5315515120473,,,,,
Garage4,Garage,1626,54.22090454213321,2,2,"569.97,406.25,636.65,582.20",569.97119140625,406.24920654296875,636.6451416015625,582.197998046875,11731.200961656868,0.8643457889556885,,6.87109375,6.87109375,>5,False,0,133,,False,1949.1903988033132,,,,,
Garage4,Garage,1638,54.62105912505649,1,2,"6.53,352.96,365.40,719.50",6.534210205078125,352.95843505859375,365.40338134765625,719.5027465820312,131541.45326344296,0.9351128935813904,1.30078125,1.298828125,1.30078125,<3,True,2391,3030,0.001953125,False,442.9607930560273,,,,,
Garage4,Garage,1638,54.62105912505649,2,2,"563.85,405.38,623.44,571.25",563.8507690429688,405.3793029785156,623.4359130859375,571.2520751953125,9883.553025344387,0.8687423467636108,,7.16796875,7.16796875,>5,False,0,2,,False,1966.2946856288631,,,,,
Garage4,Garage,1650,55.02121354197152,1,2,"232.87,360.26,533.00,718.75",232.8680877685547,360.263916015625,532.9999389648438,718.75,107593.09201433882,0.9181010723114014,1.01708984375,1.0205078125,1.01708984375,<3,True,1218,1764,0.00341796875,False,678.4953821501588,,,,,
Garage4,Garage,1650,55.02121354197152,2,2,"556.80,407.11,615.38,557.24",556.8041381835938,407.1144104003906,615.38232421875,557.2373046875,8793.926829686388,0.8362494707107544,,8.1640625,8.1640625,>5,False,0,67,,False,1888.0719878757754,,,,,
Garage4,Garage,1662,55.42136787506752,1,1,"433.84,378.95,770.04,719.21",433.8358154296875,378.95318603515625,770.0421752929688,719.2095947265625,114396.36858629063,0.9359222054481506,0.97412109375,0.9853515625,0.97412109375,<3,True,2037,2272,0.01123046875,False,306.7562468335038,,,,,
Garage4,Garage,1674,55.82152229198255,1,2,"557.56,357.08,941.23,719.33",557.5572509765625,357.07696533203125,941.2349853515625,719.3333740234375,138989.7181495428,0.9374921917915344,1.2822265625,1.263671875,1.2822265625,<3,True,1584,2686,0.0185546875,False,833.8970385187064,,,,,
Garage4,Garage,1674,55.82152229198255,2,2,"546.02,410.37,590.54,538.22",546.0167236328125,410.3668212890625,590.5428466796875,538.21875,5692.750709563494,0.7735962271690369,,9.375,9.375,>5,False,0,73,,False,1910.915324681491,,,,,
Garage4,Garage,1686,56.2216767501086,1,3,"647.95,378.56,959.89,719.35",647.9513549804688,378.5616760253906,959.8868408203125,719.3516845703125,106304.49688482471,0.9389857053756714,1.693359375,1.662109375,1.693359375,<3,True,572,2255,0.03125,False,638.2261131686184,,,,,
Garage4,Garage,1686,56.2216767501086,2,3,"0.19,374.81,56.99,717.60",0.18796920776367188,374.81451416015625,56.98914337158203,717.60498046875,19470.900978490943,0.7985597848892212,,2.685546875,2.685546875,<3,False,0,179,,False,1703.5071315131743,,,,,
Garage4,Garage,1686,56.2216767501086,3,3,"538.56,409.26,585.55,534.48",538.560302734375,409.2572021484375,585.5479736328125,534.4805908203125,5883.955375701189,0.8123135566711426,,11.04296875,11.04296875,>5,False,0,2,,False,1548.3877226237717,,,,,
Garage4,Garage,1698,56.62183116702363,1,3,"706.36,385.46,955.96,719.24",706.35888671875,385.45916748046875,955.9605712890625,719.2415771484375,83312.65173306316,0.9390453100204468,2.134765625,2.0625,2.134765625,<3,True,1,1837,0.072265625,False,620.2867867574605,,,,,
Garage4,Garage,1698,56.62183116702363,2,3,"23.93,378.89,205.13,719.38",23.928892135620117,378.89111328125,205.130615234375,719.3809814453125,61697.35080899601,0.9017201662063599,2.09765625,2.169921875,2.09765625,<3,True,112,866,0.072265625,False,445.91612717904604,,,,,
Garage4,Garage,1698,56.62183116702363,3,3,"531.82,407.93,566.84,523.84",531.8167114257812,407.9275817871094,566.8448486328125,523.838623046875,4060.1478570569307,0.7347130179405212,,,,,False,0,0,,False,1972.340944371393,,,,,
Garage4,Garage,1710,57.02198562514968,1,3,"713.82,384.22,944.27,719.44",713.82080078125,384.22320556640625,944.2703857421875,719.439453125,77250.44512204081,0.9368526935577393,2.513671875,2.49609375,2.513671875,<3,True,205,1759,0.017578125,False,691.4689423982963,,,,,
Garage4,Garage,1710,57.02198562514968,2,3,"120.01,378.82,326.90,719.39",120.0120620727539,378.81744384765625,326.8961486816406,719.3914184570312,70459.33565981872,0.9178397059440613,2.3828125,2.390625,2.3828125,<3,True,1177,1493,0.0078125,False,845.9010295307966,,,,,
Garage4,Garage,1710,57.02198562514968,3,3,"518.18,405.81,552.86,517.63",518.1831665039062,405.8106689453125,552.8648071289062,517.62548828125,3877.9213807582855,0.7098250389099121,,,,,False,0,0,,False,2171.858345322936,,,,,
Garage4,Garage,1728,57.62221737508662,1,3,"737.80,385.73,892.76,719.64",737.8016967773438,385.72589111328125,892.7578125,719.6390380859375,51741.884243611246,0.9079433083534241,,3.05078125,3.05078125,3-5,False,0,1154,,False,687.0732618897915,,,,,
Garage4,Garage,1728,57.62221737508662,2,3,"270.09,382.86,394.93,719.37",270.0938415527344,382.8599548339844,394.92901611328125,719.37158203125,42008.48772282433,0.8964082598686218,2.875,2.880859375,2.875,<3,True,804,953,0.005859375,False,1054.614983054655,,,,,
Garage4,Garage,1728,57.62221737508662,3,3,"501.95,404.15,531.88,509.82",501.94866943359375,404.1500244140625,531.8778076171875,509.82421875,3162.7375647202134,0.4821120500564575,,,,,False,0,0,,False,2478.658146255032,,,,,
Garage4,Garage,1740,58.022371750092134,1,3,"725.34,391.83,859.44,719.68",725.3394165039062,391.82794189453125,859.4395751953125,719.68212890625,43965.298505913466,0.907227635383606,,3.498046875,3.498046875,3-5,False,0,569,,False,705.0443016502485,,,,,
Garage4,Garage,1740,58.022371750092134,2,3,"345.59,383.23,469.09,719.38",345.59112548828125,383.2307434082031,469.08514404296875,719.3823852539062,41512.71709528193,0.9096764922142029,3.173828125,3.18359375,3.173828125,3-5,True,788,964,0.009765625,False,909.0466834711584,,,,,
Garage4,Garage,1740,58.022371750092134,3,3,"487.53,404.91,519.21,505.22",487.53277587890625,404.9079895019531,519.21240234375,505.2166442871094,3177.7407147847116,0.6076149344444275,,,,,False,0,0,,False,2369.730510515663,,,,,
Garage4,Garage,1752,58.4225262501277,1,2,"371.54,389.19,513.64,719.56",371.5426330566406,389.1900329589844,513.6392211914062,719.5589599609375,46944.29735272098,0.917344868183136,3.48828125,3.505859375,3.48828125,3-5,True,718,1030,0.017578125,False,1159.557576950719,,,,,
Garage4,Garage,1752,58.4225262501277,2,2,"698.77,398.60,816.64,719.41",698.765869140625,398.60321044921875,816.6417236328125,719.407958984375,37815.13385873288,0.9161338210105896,3.974609375,3.984375,3.974609375,3-5,True,353,794,0.009765625,False,543.3592422610939,,,,,
Garage4,Garage,1764,58.822680625133216,1,2,"438.76,390.22,557.59,719.94",438.7564697265625,390.2164306640625,557.5883178710938,719.9444580078125,39182.19087430835,0.8959134817123413,3.873046875,3.875,3.873046875,3-5,True,688,915,0.001953125,False,658.0105169651056,,,,,
Garage4,Garage,1764,58.822680625133216,2,2,"705.97,393.77,791.44,673.76",705.9730224609375,393.7669677734375,791.4395141601562,673.7632446289062,23930.299471680075,0.870290994644165,4.5234375,4.55078125,4.5234375,3-5,True,360,609,0.02734375,False,604.1783325325297,,,,,
Garage4,Garage,1776,59.222835124935955,1,3,"479.50,395.24,587.60,700.10",479.504150390625,395.242919921875,587.5988159179688,700.098876953125,32953.30270931125,0.8859031200408936,4.1875,4.203125,4.1875,3-5,True,569,773,0.015625,False,1235.9907081327872,,,,,
Garage4,Garage,1776,59.222835124935955,2,3,"681.30,397.76,772.94,655.30",681.2960205078125,397.76239013671875,772.9425048828125,655.304931640625,23602.868505835533,0.8642290234565735,4.96484375,4.97265625,4.96484375,3-5,True,469,586,0.0078125,False,820.2910739908604,,,,,
Garage4,Garage,1776,59.222835124935955,3,3,"439.70,407.00,468.10,497.03",439.7009582519531,406.99749755859375,468.1015319824219,497.0254211425781,2556.8446815479547,0.7798985838890076,,,,,False,0,0,,False,2728.7523608485617,,,,,
Garage4,Garage,1788,59.62298966711387,1,3,"509.33,396.60,603.26,681.28",509.3264465332031,396.6009521484375,603.259521484375,681.2830810546875,26741.067751809955,0.8797541260719299,4.5078125,4.51171875,4.5078125,3-5,True,416,599,0.00390625,False,1518.761330647734,,,,,
Garage4,Garage,1788,59.62298966711387,2,3,"665.34,404.78,776.25,643.44",665.340576171875,404.78448486328125,776.2462158203125,643.4415283203125,26468.412061206996,0.8867705464363098,,4.8828125,4.8828125,3-5,False,0,493,,False,546.4332802078351,,,,,
Garage4,Garage,1788,59.62298966711387,3,3,"427.27,411.75,452.64,497.51",427.2688293457031,411.7503662109375,452.6377258300781,497.5111083984375,2175.6553909778595,0.26419445872306824,,,,,False,0,0,,False,2701.4565330321984,,,,,
Garage4,Garage,1800,60.023144042119384,1,2,"537.02,396.11,622.66,660.30",537.0239868164062,396.1050109863281,622.6630859375,660.3037109375,22625.738652782515,0.8921610713005066,4.91015625,4.9140625,4.91015625,3-5,True,272,528,0.00390625,False,1493.9899999268364,,,,,
Garage4,Garage,1800,60.023144042119384,2,2,"689.41,399.54,761.42,619.33",689.4143676757812,399.54193115234375,761.4192504882812,619.3290405273438,15825.745054244995,0.8805938959121704,5.88671875,5.890625,5.88671875,>5,True,350,401,0.00390625,False,642.0773250883611,,,,,
Garage4,Garage,1812,60.42329858406447,1,2,"547.51,393.33,639.05,648.12",547.508056640625,393.3254699707031,639.0499267578125,648.1151123046875,23323.920345742255,0.8748904466629028,5.16015625,5.16796875,5.16015625,>5,True,337,536,0.0078125,False,1640.9354313658432,,,,,
Garage4,Garage,1812,60.42329858406447,2,2,"679.77,401.55,751.86,601.23",679.77490234375,401.5496520996094,751.86376953125,601.228759765625,14394.640672653913,0.8775467276573181,7.30859375,5.833984375,7.30859375,>5,True,3,288,1.474609375,True,852.9748807610721,,,,,
Garage4,Garage,1824,60.82345304195769,1,2,"560.98,393.52,649.49,625.02",560.9840087890625,393.5212097167969,649.4923706054688,625.017822265625,20489.38594274409,0.9046865105628967,5.54296875,5.55859375,5.54296875,>5,True,255,457,0.015625,False,2054.5543091852496,,,,,
Garage4,Garage,1824,60.82345304195769,2,2,"667.46,407.10,753.30,597.24",667.4595336914062,407.0999450683594,753.2996826171875,597.241455078125,16321.775536211208,0.8955700993537903,6.1953125,6.142578125,6.1953125,>5,True,14,212,0.052734375,False,645.2890214029359,,,,,
Garage4,Garage,1842,61.423684834036976,1,2,"587.40,399.19,660.06,610.35",587.3967895507812,399.1907043457031,660.0579833984375,610.3466796875,15342.845256401226,0.8767844438552856,6.16015625,6.171875,6.16015625,>5,True,233,348,0.01171875,False,2134.6303636100283,,,,,
Garage4,Garage,1842,61.423684834036976,2,2,"672.66,406.93,732.13,578.30",672.66357421875,406.9265441894531,732.1292724609375,578.3003540039062,10190.8632610403,0.8402384519577026,,7.140625,7.140625,>5,False,0,212,,False,851.064325460968,,,,,
Garage4,Garage,1854,61.82383929216303,1,2,"598.00,402.88,660.55,597.61",598.00244140625,402.8836669921875,660.5521240234375,597.60888671875,12180.000691458583,0.8045429587364197,6.5,6.51953125,6.5,>5,True,161,276,0.01953125,False,2128.0109560240867,,,,,
Garage4,Garage,1854,61.82383929216303,2,2,"653.53,405.65,718.83,566.72",653.5299682617188,405.65008544921875,718.8306884765625,566.7173461914062,10517.808129496872,0.8270160555839539,,7.70703125,7.70703125,>5,False,0,203,,False,996.5274700770294,,,,,
Garage4,Garage,1866,62.223993834108114,1,3,"613.56,409.82,677.22,590.81",613.563720703125,409.82305908203125,677.224365234375,590.8081665039062,11521.62858903408,0.6378974914550781,6.8359375,6.890625,6.8359375,>5,True,21,257,0.0546875,False,1929.6668193104767,,,,,
Garage4,Garage,1866,62.223993834108114,2,3,"651.55,405.92,685.38,556.88",651.5478515625,405.9150695800781,685.3758544921875,556.877685546875,5106.763815198094,0.5910309553146362,,7.921875,7.921875,>5,False,0,15,,False,1760.9548317810504,,,,,
Garage4,Garage,1866,62.223993834108114,3,3,"305.72,407.34,327.14,436.65",305.7232360839844,407.3404541015625,327.1403503417969,436.64739990234375,627.6702067628503,0.2913866639137268,,,,,False,0,0,,False,7806.812644402437,,,,,
Garage4,Garage,1878,62.62414825009182,1,1,"624.52,408.53,684.02,581.61",624.52392578125,408.53131103515625,684.0247802734375,581.60693359375,10298.147434003651,0.7372291088104248,,7.18359375,7.18359375,>5,False,0,210,,False,1855.1129893522102,,,,,
Garage4,Garage,1914,63.82461187499575,1,2,"637.18,406.89,699.91,561.33",637.1810302734375,406.8875427246094,699.9141845703125,561.3257446289062,9688.39554939419,0.8387029767036438,9.4609375,8.2578125,9.4609375,>5,True,5,153,1.203125,True,1579.1438591970743,,,,,
Garage4,Garage,1914,63.82461187499575,2,2,"541.41,410.96,604.75,533.05",541.4141235351562,410.956787109375,604.7451782226562,533.0467529296875,7732.086302161217,0.8732313513755798,11.0390625,9.4765625,11.0390625,>5,True,1,53,1.5625,True,771.3070221423607,,,,,
Garage4,Garage,1980,66.02546179201454,1,2,"420.49,401.19,485.16,554.09",420.4860534667969,401.1885986328125,485.1645812988281,554.0926513671875,9889.609030410647,0.9002026915550232,8.28125,8.33203125,8.28125,>5,True,47,204,0.05078125,False,1105.1104148071588,,,,,
Garage4,Garage,1980,66.02546179201454,2,2,"653.18,409.46,689.70,530.36",653.182373046875,409.46392822265625,689.6984252929688,530.3600463867188,4414.64896722883,0.7216118574142456,,,,,False,0,0,,False,2202.1181569415608,,,,,
Garage4,Garage,1992,66.42561633395962,1,2,"415.33,401.44,477.51,562.59",415.32965087890625,401.43585205078125,477.513916015625,562.5891723632812,10021.200797975063,0.8781821131706238,7.6796875,7.76953125,7.6796875,>5,True,57,244,0.08984375,False,1359.1784080395355,,,,,
Garage4,Garage,1992,66.42561633395962,2,2,"643.54,407.74,685.26,525.97",643.5369873046875,407.7433776855469,685.2593994140625,525.9676513671875,4932.601867876947,0.7933027148246765,,10.09375,10.09375,>5,False,0,5,,False,2275.561108902569,,,,,
Garage4,Garage,2010,67.02584820915945,1,2,"386.63,399.83,456.34,579.83",386.6331481933594,399.8271789550781,456.3388366699219,579.8277587890625,12547.064343508333,0.8972030282020569,7.0546875,7.06640625,7.0546875,>5,True,227,316,0.01171875,False,1387.0058942634198,,,,,
Garage4,Garage,2010,67.02584820915945,2,2,"631.86,401.05,665.37,518.73",631.8623657226562,401.0492248535156,665.3699340820312,518.727783203125,3943.122338332236,0.7299786806106567,,,,,False,0,0,,False,2672.7005038430198,,,,,
Garage4,Garage,2028,67.62607995909639,1,3,"366.94,395.82,442.03,604.19",366.93682861328125,395.8222961425781,442.0342712402344,604.1900024414062,15647.881869086064,0.887284517288208,6.22265625,6.2265625,6.22265625,>5,True,259,391,0.00390625,False,1779.3117349749816,,,,,
Garage4,Garage,2028,67.62607995909639,2,3,"608.09,404.30,640.25,512.39",608.0922241210938,404.3011779785156,640.2534790039062,512.3900146484375,3476.2726261280477,0.7099964618682861,,,,,False,0,0,,False,3154.0075446679725,,,,,
Garage4,Garage,2028,67.62607995909639,3,3,"349.10,408.56,379.32,500.78",349.10174560546875,408.55517578125,379.32147216796875,500.7829284667969,2787.0974676311016,0.5225618481636047,,,,,False,0,0,,False,5219.481815308536,,,,,
Garage4,Garage,2064,68.82654379215091,1,3,"300.11,393.62,401.69,666.73",300.10687255859375,393.6248474121094,401.68682861328125,666.7293090820312,27741.93921476975,0.8389503955841064,4.71484375,4.71875,4.71484375,3-5,True,641,687,0.00390625,False,1714.5342259815193,,,,,
Garage4,Garage,2064,68.82654379215091,2,3,"404.81,410.04,449.16,516.98",404.8124084472656,410.0351257324219,449.1611022949219,516.9835205078125,4743.021617392078,0.7323713898658752,,,,,False,0,0,,False,2987.96644789971,,,,,
Garage4,Garage,2064,68.82654379215091,3,3,"541.79,408.57,588.12,507.97",541.7896118164062,408.57220458984375,588.1154174804688,507.97119140625,4604.738146461546,0.8187040686607361,,13.78125,13.78125,>5,False,0,16,,False,1995.1635666232637,,,,,
Garage4,Garage,2076,69.226698334096,1,3,"270.12,396.76,383.91,718.65",270.1181945800781,396.76007080078125,383.911376953125,718.651611328125,36629.06277556904,0.8881482481956482,4.14453125,4.140625,4.14453125,3-5,True,616,813,0.00390625,False,1392.4417685716805,,,,,
Garage4,Garage,2076,69.226698334096,2,3,"426.40,406.78,469.25,522.61",426.40277099609375,406.7764892578125,469.2515869140625,522.6062622070312,4963.1686189211905,0.7000502347946167,,,,,False,0,0,,False,3108.8315538385473,,,,,
Garage4,Garage,2076,69.226698334096,3,3,"532.28,405.95,561.78,507.66",532.2839965820312,405.9538879394531,561.7803344726562,507.6603698730469,2999.9687567800283,0.7843353748321533,,,,,False,0,0,,False,3086.124453660938,,,,,
Garage4,Garage,2088,69.62685304204933,1,3,"222.42,392.50,381.69,719.24",222.41647338867188,392.50140380859375,381.6851806640625,719.2423095703125,52039.60167465918,0.9540969133377075,3.556640625,3.5625,3.556640625,3-5,True,928,1186,0.005859375,False,1345.251604513319,,,,,
Garage4,Garage,2088,69.62685304204933,2,3,"451.48,410.33,489.63,527.13",451.4821472167969,410.3253479003906,489.6309814453125,527.134521484375,4456.133799425326,0.8048501014709473,,,,,False,0,0,,False,3546.750531154283,,,,,
Garage4,Garage,2088,69.62685304204933,3,3,"515.83,406.56,546.00,509.62",515.8338623046875,406.55816650390625,546.0008544921875,509.6212158203125,3109.1022035479546,0.7953953146934509,,,,,False,0,0,,False,2814.1273365810775,,,,,
Garage4,Garage,2100,70.02700749994256,1,3,"217.39,375.27,383.98,719.55",217.3916015625,375.2701721191406,383.982421875,719.5484619140625,57353.60271272063,0.933485209941864,2.9453125,2.947265625,2.9453125,<3,True,1285,1354,0.001953125,False,1219.6071332875415,,,,,
Garage4,Garage,2100,70.02700749994256,2,3,"473.05,410.71,513.63,537.26",473.0482177734375,410.7089538574219,513.6348876953125,537.26123046875,5136.335478685796,0.6032899618148804,,,,,False,0,0,,False,3562.7770473246487,,,,,
Garage4,Garage,2100,70.02700749994256,3,3,"499.99,406.47,530.88,512.13",499.99493408203125,406.4669494628906,530.8815307617188,512.125732421875,3263.440214920789,0.3676663041114807,,,,,False,0,0,,False,4189.896029316835,,,,,
Garage4,Garage,2112,70.42716220906004,1,3,"124.83,373.94,366.29,719.29",124.828125,373.9444580078125,366.28759765625,719.2861328125,83386.01868456602,0.92315673828125,2.326171875,2.330078125,2.326171875,<3,True,1730,1843,0.00390625,False,785.2280716257986,,,,,
Garage4,Garage,2112,70.42716220906004,2,3,"489.43,408.06,553.08,541.15",489.4280090332031,408.0619812011719,553.0755615234375,541.14501953125,8470.40966767352,0.8507722020149231,,9.28125,9.28125,>5,False,0,10,,False,2715.02453914302,,,,,
Garage4,Garage,2112,70.42716220906004,3,3,"483.28,409.61,511.33,516.40",483.28399658203125,409.6134338378906,511.32733154296875,516.4014892578125,2994.6932079680264,0.25767412781715393,,,,,False,0,0,,False,3574.6126845979948,,,,,
Garage4,Garage,2124,70.82731687510386,1,3,"1.99,371.99,333.77,719.57",1.9881591796875,371.9864501953125,333.767822265625,719.5704345703125,115321.29723000526,0.9337805509567261,1.689453125,1.6865234375,1.689453125,<3,True,1871,2444,0.0029296875,False,687.868952571391,,,,,
Garage4,Garage,2124,70.82731687510386,2,3,"519.39,408.88,584.65,546.64",519.3853759765625,408.87945556640625,584.6549072265625,546.642333984375,8991.718497991562,0.8483690023422241,,9.2890625,9.2890625,>5,False,0,2,,False,1805.8013206415662,,,,,
Garage4,Garage,2124,70.82731687510386,3,3,"472.37,407.71,504.87,521.72",472.36590576171875,407.7127990722656,504.87384033203125,521.7222290039062,3706.211088616401,0.7589172124862671,,,,,False,0,0,,False,3536.156086105947,,,,,
Garage4,Garage,2136,71.22747141704895,1,3,"0.63,354.87,275.92,719.39",0.6268386840820312,354.8697509765625,275.918212890625,719.3917236328125,100349.75478101894,0.9305572509765625,1.11328125,1.1181640625,1.11328125,<3,True,1948,2309,0.0048828125,False,434.4951000154891,,,,,
Garage4,Garage,2136,71.22747141704895,2,3,"555.50,405.18,600.48,554.35",555.4985961914062,405.1800842285156,600.4835205078125,554.35205078125,6710.48962550424,0.8147777915000916,,8.546875,8.546875,>5,False,0,57,,False,2679.9768052930053,,,,,
Garage4,Garage,2136,71.22747141704895,3,3,"461.91,406.33,492.64,523.39",461.9079895019531,406.326416015625,492.6396789550781,523.3905029296875,3597.577165156603,0.7117799520492554,,,,,False,0,0,,False,3208.828853213763,,,,,
Garage4,Garage,2220,74.02855391707271,1,1,"372.85,405.50,434.52,561.33",372.8497314453125,405.5018310546875,434.5242004394531,561.3333740234375,9610.827665135264,0.8321302533149719,8.6171875,8.0078125,8.6171875,>5,True,4,141,0.609375,True,3381.540708922892,,,,,
Garage4,Garage,2238,74.62878587516025,1,1,"342.56,405.00,399.61,572.57",342.5572509765625,405.0006408691406,399.61468505859375,572.5695190429688,9561.050220603123,0.8422514796257019,,7.19140625,7.19140625,>5,False,0,26,,False,3391.44470504648,,,,,
