image_id,recording,frame_id,time_sec,worker_index,source,yolo_conf,bbox_x1,bbox_y1,bbox_x2,bbox_y2,inner_x1,inner_y1,inner_x2,inner_y2,depth_region_x1,depth_region_y1,depth_region_x2,depth_region_y2,depth_z_m,distance_band,depth_status,depth_source,depth_valid_count,depth_high_conf_count,depth_reason,manual_distance_band,distance_band_gt,count_ok,updated_at
Garage4_001596,Garage4,1596,53.220518541987985,2,yolo,0.870092,0.228395,373.719299,65.307037,719.255554,16.498055,425.549737,49.037376,581.041052,4,113,14,155,3.03125,Close,valid_depth,conf2,90,25,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_001596,Garage4,1596,53.220518541987985,3,yolo,0.880986,590.487915,405.095825,671.142944,627.486816,610.651672,438.454474,650.979187,538.53042,162,116,174,144,5.667969,Close,valid_depth,conf2,321,244,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_001614,Garage4,1614,53.820750209037215,1,yolo,0.936382,58.302681,371.809998,302.09787,719.309204,119.251478,423.934879,241.149073,580.309522,31,113,65,155,2.105469,Very_Close,valid_depth,conf2,1273,1015,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Garage4_001614,Garage4,1614,53.820750209037215,2,yolo,0.888021,573.84436,405.223022,643.232605,591.055664,591.191421,433.097918,625.885544,516.722607,157,115,167,138,6.457031,Far,valid_depth,conf2,153,5,conf_eq_2,,Far,true,2026-07-02T11:42:37-04:00
Garage4_001626,Garage4,1626,54.22090454213321,1,yolo,0.934746,0.183884,367.227295,302.439758,719.22406,75.747853,420.02681,226.87579,578.425354,20,112,61,155,1.673828,Very_Close,valid_depth,conf2,1562,1205,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Garage4_001626,Garage4,1626,54.22090454213321,2,yolo,0.864346,569.971191,406.249207,636.645142,582.197998,586.639679,432.641526,619.976654,511.818482,156,115,166,137,6.871094,Far,valid_depth,conf1,72,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_001638,Garage4,1638,54.62105912505649,1,yolo,0.935113,6.53421,352.958435,365.403381,719.502747,96.251503,407.940082,275.686088,572.885022,25,108,74,153,1.328125,Very_Close,valid_depth,conf2,2128,1745,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Garage4_001638,Garage4,1638,54.62105912505649,2,yolo,0.868742,563.850769,405.379303,623.435913,571.252075,578.747055,430.260219,608.539627,504.902966,154,114,163,135,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_001650,Garage4,1650,55.02121354197152,1,yolo,0.918101,232.868088,360.263916,532.999939,718.75,307.901051,414.036829,457.966976,575.355566,82,110,123,154,1.02832,Very_Close,valid_depth,conf2,1169,867,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Garage4_001650,Garage4,1650,55.02121354197152,2,yolo,0.836249,556.804138,407.11441,615.382324,557.237305,571.448685,429.632844,600.737777,497.188147,152,114,161,133,8.171875,Far,valid_depth,conf1,38,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_001662,Garage4,1662,55.42136787506752,1,yolo,0.935922,433.835815,378.953186,770.042175,719.209595,517.887405,429.991647,685.990585,583.107031,138,114,183,156,1.070312,Very_Close,valid_depth,conf2,1357,1105,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Garage4_001674,Garage4,1674,55.82152229198255,1,yolo,0.937492,557.557251,357.076965,941.234985,719.333374,653.476684,411.415426,845.315552,574.43081,174,109,226,154,1.302246,Very_Close,valid_depth,conf2,1592,1108,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Garage4_001674,Garage4,1674,55.82152229198255,2,yolo,0.773596,546.016724,410.366821,590.542847,538.21875,557.148255,429.54461,579.411316,487.077978,148,114,155,130,9.382812,Far,valid_depth,conf1,67,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_001686,Garage4,1686,56.2216767501086,1,yolo,0.938986,647.951355,378.561676,959.886841,719.351685,725.935226,429.680177,881.90297,583.035681,193,114,236,156,1.696289,Very_Close,valid_depth,conf2,1328,506,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Garage4_001686,Garage4,1686,56.2216767501086,2,yolo,0.79856,0.187969,374.814514,56.989143,717.60498,14.388262,426.233084,42.788849,580.488794,3,113,12,155,2.974609,Very_Close,valid_depth,conf1,85,,fallback_conf_ge_1,,Very_Close,true,2026-07-02T11:42:37-04:00
Garage4_001686,Garage4,1686,56.2216767501086,3,yolo,0.812314,538.560303,409.257202,585.547974,534.480591,550.307221,428.04071,573.801056,484.391235,146,114,154,130,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_001698,Garage4,1698,56.62183116702363,1,yolo,0.939045,706.358887,385.459167,955.960571,719.241577,768.759308,435.526528,893.56015,585.728613,205,116,239,157,2.070312,Very_Close,valid_depth,conf1,1092,,fallback_conf_ge_1,,Very_Close,true,2026-07-02T11:42:37-04:00
Garage4_001698,Garage4,1698,56.62183116702363,2,yolo,0.90172,23.928892,378.891113,205.130615,719.380981,69.229323,429.964593,159.830184,583.185034,18,114,43,156,3.207031,Close,valid_depth,conf2,684,9,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_001698,Garage4,1698,56.62183116702363,3,yolo,0.734713,531.816711,407.927582,566.844849,523.838623,540.573746,425.314238,558.087814,477.474207,144,113,149,128,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_001710,Garage4,1710,57.02198562514968,1,yolo,0.936853,713.820801,384.223206,944.270386,719.439453,771.433197,434.505643,886.65799,585.352954,205,115,237,157,2.513672,Very_Close,valid_depth,conf2,1128,205,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Garage4_001710,Garage4,1710,57.02198562514968,2,yolo,0.91784,120.012062,378.817444,326.896149,719.391418,171.733084,429.90354,275.175127,583.161828,45,114,74,156,2.390625,Very_Close,valid_depth,conf2,1009,862,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Garage4_001710,Garage4,1710,57.02198562514968,3,yolo,0.709825,518.183167,405.810669,552.864807,517.625488,526.853577,422.582892,544.194397,472.89956,140,112,146,127,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_001728,Garage4,1728,57.62221737508662,1,yolo,0.907943,737.801697,385.725891,892.757812,719.639038,776.540726,435.812863,854.018783,586.073779,207,116,228,157,3.035156,Close,valid_depth,conf1,764,,fallback_conf_ge_1,,Close,true,2026-07-02T11:42:37-04:00
Garage4_001728,Garage4,1728,57.62221737508662,2,yolo,0.896408,270.093842,382.859955,394.929016,719.371582,301.302636,433.336699,363.720222,584.766931,80,115,97,156,2.873047,Very_Close,valid_depth,conf2,639,524,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Garage4_001728,Garage4,1728,57.62221737508662,3,yolo,0.482112,501.948669,404.150024,531.877808,509.824219,509.430954,420.001153,524.395523,467.554541,135,112,140,125,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_001740,Garage4,1740,58.022371750092134,1,yolo,0.907228,725.339417,391.827942,859.439575,719.682129,758.864456,441.00607,825.914536,588.540454,202,117,221,157,3.503906,Close,valid_depth,conf1,441,,fallback_conf_ge_1,,Close,true,2026-07-02T11:42:37-04:00
Garage4_001740,Garage4,1740,58.022371750092134,2,yolo,0.909676,345.591125,383.230743,469.085144,719.382385,376.46463,433.653489,438.211639,584.921728,100,115,117,156,3.166016,Close,valid_depth,conf2,654,552,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_001740,Garage4,1740,58.022371750092134,3,yolo,0.607615,487.532776,404.90799,519.212402,505.216644,495.452683,419.954288,511.292495,465.093182,132,111,137,125,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_001752,Garage4,1752,58.4225262501277,1,yolo,0.917345,371.542633,389.190033,513.639221,719.55896,407.06678,438.745372,478.115074,587.411389,108,116,128,157,3.482422,Close,valid_depth,conf2,673,429,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_001752,Garage4,1752,58.4225262501277,2,yolo,0.916134,698.765869,398.60321,816.641724,719.407959,728.234833,446.723922,787.17276,591.086059,194,119,210,158,3.976562,Close,valid_depth,conf2,521,356,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_001764,Garage4,1764,58.822680625133216,1,yolo,0.895913,438.75647,390.216431,557.588318,719.944458,468.464432,439.675635,527.880356,588.053247,124,117,141,157,3.849609,Close,valid_depth,conf2,615,469,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_001764,Garage4,1764,58.822680625133216,2,yolo,0.870291,705.973022,393.766968,791.439514,673.763245,727.339645,435.76641,770.072891,561.764734,193,116,206,150,4.519531,Close,valid_depth,conf2,432,337,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_001776,Garage4,1776,59.222835124935955,1,yolo,0.885903,479.50415,395.24292,587.598816,700.098877,506.527816,440.971314,560.57515,578.156494,135,117,150,155,4.175781,Close,valid_depth,conf2,533,410,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_001776,Garage4,1776,59.222835124935955,2,yolo,0.864229,681.296021,397.76239,772.942505,655.304932,704.207642,436.393771,750.030884,552.287915,187,116,201,148,4.960938,Close,valid_depth,conf2,424,379,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_001776,Garage4,1776,59.222835124935955,3,yolo,0.779899,439.700958,406.997498,468.101532,497.025421,446.801102,420.501686,461.001389,461.014252,119,112,123,123,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_001788,Garage4,1788,59.62298966711387,1,yolo,0.879754,509.326447,396.600952,603.259521,681.283081,532.809715,439.303271,579.776252,567.410229,142,117,155,152,4.507812,Close,valid_depth,conf2,426,321,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_001788,Garage4,1788,59.62298966711387,2,yolo,0.886771,665.340576,404.784485,776.246216,643.441528,693.066986,440.583041,748.519806,547.978711,184,117,200,147,4.867188,Close,valid_depth,conf1,368,,fallback_conf_ge_1,,Close,true,2026-07-02T11:42:37-04:00
Garage4_001788,Garage4,1788,59.62298966711387,3,yolo,0.264194,427.268829,411.750366,452.637726,497.511108,433.611053,424.614477,446.295502,463.206811,115,113,120,124,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_001800,Garage4,1800,60.023144042119384,1,yolo,0.892161,537.023987,396.105011,622.663086,660.303711,558.433762,435.734816,601.253311,554.624231,148,116,161,148,4.90625,Close,valid_depth,conf2,351,229,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_001800,Garage4,1800,60.023144042119384,2,yolo,0.880594,689.414368,399.541931,761.41925,619.329041,707.415589,432.509997,743.418029,531.414197,188,115,199,142,5.882812,Close,valid_depth,conf2,286,260,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_001812,Garage4,1812,60.42329858406447,1,yolo,0.87489,547.508057,393.32547,639.049927,648.115112,570.393525,431.543916,616.16446,546.199255,152,115,165,146,5.15625,Close,valid_depth,conf2,365,273,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_001812,Garage4,1812,60.42329858406447,2,yolo,0.877547,679.774902,401.549652,751.86377,601.22876,697.797119,431.501518,733.841553,521.357117,186,115,196,140,5.808594,Close,valid_depth,conf1,201,,fallback_conf_ge_1,,Close,true,2026-07-02T11:42:37-04:00
Garage4_001824,Garage4,1824,60.82345304195769,1,yolo,0.904687,560.984009,393.52121,649.492371,625.017822,583.1111,428.245702,627.365281,532.419177,155,114,168,142,5.542969,Close,valid_depth,conf2,301,245,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_001824,Garage4,1824,60.82345304195769,2,yolo,0.89557,667.459534,407.099945,753.299683,597.241455,688.919571,435.621172,731.839646,521.184851,183,116,196,139,6.054688,Far,valid_depth,conf1,88,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_001842,Garage4,1842,61.423684834036976,1,yolo,0.876784,587.39679,399.190704,660.057983,610.34668,605.562088,430.8641,641.892685,525.88429,161,114,172,141,6.160156,Far,valid_depth,conf2,246,192,conf_eq_2,,Far,true,2026-07-02T11:42:37-04:00
Garage4_001842,Garage4,1842,61.423684834036976,2,yolo,0.840238,672.663574,406.926544,732.129272,578.300354,687.529999,432.632615,717.262848,509.75083,183,115,192,136,7.125,Far,valid_depth,conf1,131,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_001842,Garage4,1842,61.423684834036976,3,added,,349.333332,402.333328,369.333332,484.333328,354.333332,414.633328,364.333332,451.533328,94,110,98,121,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_001854,Garage4,1854,61.82383929216303,1,yolo,0.804543,598.002441,402.883667,660.552124,597.608887,613.639862,432.09245,644.914703,519.718799,163,115,172,139,6.5,Far,valid_depth,conf2,192,147,conf_eq_2,,Far,true,2026-07-02T11:42:37-04:00
Garage4_001854,Garage4,1854,61.82383929216303,2,yolo,0.827016,653.529968,405.650085,718.830688,566.717346,669.855148,429.810174,702.505508,502.290442,178,114,188,134,7.722656,Far,valid_depth,conf1,134,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_001854,Garage4,1854,61.82383929216303,3,added,,329.333332,402.333328,355.333332,455.333328,335.833332,410.283328,348.833332,434.133328,89,109,94,116,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_001866,Garage4,1866,62.223993834108114,1,yolo,0.637897,613.563721,409.823059,677.224365,590.808167,629.478882,436.970825,661.309204,518.414124,167,116,177,139,6.851562,Far,valid_depth,conf2,192,23,conf_eq_2,,Far,true,2026-07-02T11:42:37-04:00
Garage4_001866,Garage4,1866,62.223993834108114,2,yolo,0.591031,651.547852,405.91507,685.375854,556.877686,660.004852,428.559462,676.918854,496.49264,176,114,181,133,6.984375,Far,valid_depth,conf1,1,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_001866,Garage4,1866,62.223993834108114,3,yolo,0.291387,305.723236,407.340454,327.14035,436.6474,311.077515,411.736496,321.786071,424.924622,82,109,86,114,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_001878,Garage4,1878,62.62414825009182,1,yolo,0.737229,624.523926,408.531311,684.02478,581.606934,639.399139,434.492654,669.149566,512.376685,170,115,179,137,7.208984,Far,valid_depth,conf1,164,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_001878,Garage4,1878,62.62414825009182,2,added,,281.333332,404.333328,303.333332,436.333328,286.833332,409.133328,297.833332,423.533328,76,109,80,113,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_001914,Garage4,1914,63.82461187499575,1,yolo,0.838703,637.18103,406.887543,699.914185,561.325745,652.864319,430.053273,684.230896,499.550464,174,114,183,134,8.28125,Far,valid_depth,conf1,80,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_001914,Garage4,1914,63.82461187499575,2,yolo,0.873231,541.414124,410.956787,604.745178,533.046753,557.246887,429.270282,588.912415,484.210767,148,114,158,130,9.492188,Far,valid_depth,conf1,16,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_001980,Garage4,1980,66.02546179201454,1,yolo,0.900203,420.486053,401.188599,485.164581,554.092651,436.655685,424.124207,468.994949,492.93103,116,113,126,132,8.296875,Far,valid_depth,conf2,129,18,conf_eq_2,,Far,true,2026-07-02T11:42:37-04:00
Garage4_001980,Garage4,1980,66.02546179201454,2,yolo,0.721612,653.182373,409.463928,689.698425,530.360046,662.311386,427.598346,680.569412,482.001599,176,114,182,129,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_001992,Garage4,1992,66.42561633395962,1,yolo,0.878182,415.329651,401.435852,477.513916,562.589172,430.875717,425.60885,461.96785,498.127844,114,113,124,133,7.714844,Far,valid_depth,conf2,153,32,conf_eq_2,,Far,true,2026-07-02T11:42:37-04:00
Garage4_001992,Garage4,1992,66.42561633395962,2,yolo,0.793303,643.536987,407.743378,685.259399,525.967651,653.96759,425.477019,674.828796,478.677942,174,113,180,128,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_002010,Garage4,2010,67.02584820915945,1,yolo,0.897203,386.633148,399.827179,456.338837,579.827759,404.05957,426.827266,438.912415,507.827527,107,113,118,136,7.046875,Far,valid_depth,conf2,217,164,conf_eq_2,,Far,true,2026-07-02T11:42:37-04:00
Garage4_002010,Garage4,2010,67.02584820915945,2,yolo,0.729979,631.862366,401.049225,665.369934,518.727783,640.239258,418.701009,656.993042,471.65636,170,111,176,126,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_002010,Garage4,2010,67.02584820915945,3,added,,316.333332,402.333328,345.333332,444.333328,323.583332,408.633328,338.083332,427.533328,86,108,91,115,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_002028,Garage4,2028,67.62607995909639,1,yolo,0.887285,366.936829,395.822296,442.034271,604.190002,385.711189,427.077452,423.25991,520.84292,102,113,113,139,6.226562,Far,valid_depth,conf2,262,224,conf_eq_2,,Far,true,2026-07-02T11:42:37-04:00
Garage4_002028,Garage4,2028,67.62607995909639,2,yolo,0.709996,608.092224,404.301178,640.253479,512.390015,616.132538,420.514504,632.213165,469.15448,164,112,169,126,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_002028,Garage4,2028,67.62607995909639,3,yolo,0.522562,349.101746,408.555176,379.321472,500.782928,356.656678,422.389339,371.766541,463.891827,95,112,100,124,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_002064,Garage4,2064,68.82654379215091,1,yolo,0.83895,300.106873,393.624847,401.686829,666.729309,325.501862,434.590516,376.29184,557.487524,86,115,101,149,4.71875,Close,valid_depth,conf2,474,445,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_002064,Garage4,2064,68.82654379215091,2,edited,0.732371,412.812408,407.035126,442.161102,516.983521,420.149582,423.527385,434.823929,473.004163,112,112,116,127,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_002064,Garage4,2064,68.82654379215091,3,edited,0.818704,553.789612,402.572205,580.115417,507.971191,560.371063,418.382053,573.533966,465.811597,149,111,153,125,11.3125,Far,valid_depth,conf1,1,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_002076,Garage4,2076,69.226698334096,1,yolo,0.888148,270.118195,396.760071,383.911377,718.651611,298.56649,445.043802,355.463082,589.894995,79,118,95,158,4.148438,Close,valid_depth,conf2,581,491,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_002076,Garage4,2076,69.226698334096,2,yolo,0.70005,426.402771,406.776489,469.251587,522.606262,437.114975,424.150955,458.539383,476.274353,116,113,123,128,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_002076,Garage4,2076,69.226698334096,3,yolo,0.784335,532.283997,405.953888,561.780334,507.66037,539.658081,421.20986,554.40625,466.977777,143,112,148,125,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_002088,Garage4,2088,69.62685304204933,1,yolo,0.954097,222.416473,392.501404,381.685181,719.24231,262.23365,441.51254,341.868004,588.545948,69,117,92,157,3.552734,Close,valid_depth,conf2,760,667,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_002088,Garage4,2088,69.62685304204933,2,yolo,0.80485,451.482147,410.325348,489.630981,527.134521,461.019356,427.846724,480.093773,480.410852,122,114,129,129,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_002088,Garage4,2088,69.62685304204933,3,yolo,0.795395,515.833862,406.558167,546.000854,509.621216,523.37561,422.017624,538.459106,468.395996,139,112,144,125,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_002100,Garage4,2100,70.02700749994256,1,yolo,0.933485,217.391602,375.270172,383.982422,719.548462,259.039307,426.911916,342.334717,581.837146,69,113,92,156,2.951172,Very_Close,valid_depth,conf2,901,864,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Garage4_002100,Garage4,2100,70.02700749994256,2,yolo,0.60329,473.048218,410.708954,513.634888,537.26123,483.194886,429.691795,503.488221,486.64032,128,114,135,130,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_002100,Garage4,2100,70.02700749994256,3,yolo,0.367666,499.994934,406.466949,530.881531,512.125732,507.716583,422.315766,523.159882,469.862219,135,112,140,126,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_002112,Garage4,2112,70.42716220906004,1,yolo,0.923157,124.828125,373.944458,366.287598,719.286133,185.192993,425.745709,305.92273,581.149463,49,113,82,155,2.341797,Very_Close,valid_depth,conf2,1259,1171,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Garage4_002112,Garage4,2112,70.42716220906004,2,yolo,0.850772,489.428009,408.061981,553.075562,541.14502,505.339897,428.024437,537.163674,487.911804,134,114,144,131,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_002112,Garage4,2112,70.42716220906004,3,edited,0.257674,484.283997,401.613434,511.327332,516.401489,491.044831,418.831642,504.566498,470.486267,130,111,135,126,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_002124,Garage4,2124,70.82731687510386,1,yolo,0.933781,1.988159,371.98645,333.767822,719.570435,84.933075,424.124048,250.822906,580.536841,22,113,67,155,1.711914,Very_Close,valid_depth,conf2,1806,1605,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Garage4_002124,Garage4,2124,70.82731687510386,2,yolo,0.848369,519.385376,408.879456,584.654907,546.642334,535.702759,429.543888,568.337524,491.537183,142,114,152,132,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_002124,Garage4,2124,70.82731687510386,3,yolo,0.758917,472.365906,407.712799,504.87384,521.722229,480.492889,424.814213,496.746856,476.118457,128,113,133,127,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_002136,Garage4,2136,71.22747141704895,1,edited,0.930557,0.626839,362.869751,118.918213,719.391724,30.199682,416.348047,89.345369,576.782935,8,111,24,154,1.077148,Very_Close,valid_depth,conf2,662,136,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Garage4_002136,Garage4,2136,71.22747141704895,2,yolo,0.814778,555.498596,405.180084,600.483521,554.352051,566.744827,427.555879,589.23729,494.683264,151,114,158,132,8.570312,Far,valid_depth,conf1,35,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_002136,Garage4,2136,71.22747141704895,3,yolo,0.71178,461.90799,406.326416,492.639679,523.390503,469.590912,423.886029,484.956757,476.564868,125,113,130,128,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_002220,Garage4,2220,74.02855391707271,1,yolo,0.83213,372.849731,405.501831,434.5242,561.333374,388.268348,428.876562,419.105583,499.000757,103,114,112,134,8,Far,valid_depth,conf1,98,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_002238,Garage4,2238,74.62878587516025,1,yolo,0.842251,342.557251,405.000641,399.614685,572.569519,356.82161,430.135973,385.350326,505.541968,95,114,103,135,7.199219,Far,valid_depth,conf1,4,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_002250,Garage4,2250,75.02894049999304,1,yolo,0.8182,314.510651,401.699432,392.535828,585.984253,334.016945,429.342155,373.029534,512.270325,89,114,100,137,6.875,Far,valid_depth,conf1,135,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Pave1_000246,Pave1,246,8.203155667055398,1,edited,0.932546,0.334007,289.675262,133.696777,719.269653,33.674699,354.114421,100.356084,547.431897,8,94,27,146,1.333984,Very_Close,valid_depth,conf1,326,,fallback_conf_ge_1,,Very_Close,true,2026-07-02T11:42:37-04:00
Pave1_000258,Pave1,258,8.603309708181769,1,yolo,0.942568,60.700752,306.646301,246.691498,719.572327,107.198439,368.585205,200.193812,554.401917,28,98,54,148,1.696289,Very_Close,valid_depth,conf2,1001,639,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Pave1_000276,Pave1,276,9.20354100014083,1,yolo,0.923863,181.312088,320.936096,413.880005,719.616394,239.454067,380.738141,355.738026,560.144275,63,101,95,150,2.175781,Very_Close,valid_depth,conf2,1088,759,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Pave1_000336,Pave1,336,11.20431216713041,1,yolo,0.931163,656.184204,321.765747,878.531494,719.258423,711.771027,381.389648,822.944671,560.261353,189,101,220,150,1.871094,Very_Close,valid_depth,conf2,1025,814,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Pave1_000336,Pave1,336,11.20431216713041,2,yolo,0.904871,369.927124,345.722595,487.895264,701.753601,399.419159,399.127246,458.403229,559.341199,106,106,123,150,3.503906,Close,valid_depth,conf2,692,475,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Pave1_000354,Pave1,354,11.804543583188206,1,yolo,0.929841,622.874756,329.888519,804.226929,719.366638,668.212799,388.310237,758.888886,563.57539,178,103,203,151,2.388672,Very_Close,valid_depth,conf2,1042,774,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Pave1_000354,Pave1,354,11.804543583188206,2,yolo,0.870658,415.915649,346.460205,520.230835,669.960327,441.994445,394.985223,494.152038,540.560278,117,105,132,145,3.892578,Close,valid_depth,conf2,521,86,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Pave1_000366,Pave1,366,12.204697833163664,1,yolo,0.927537,594.534424,329.366821,766.496338,719.424133,637.524902,387.875418,723.50586,563.401208,170,103,193,151,2.765625,Very_Close,valid_depth,conf2,961,874,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Pave1_000366,Pave1,366,12.204697833163664,2,yolo,0.868113,412.173615,349.103149,505.209778,638.798828,435.432656,392.557501,481.950737,522.920556,116,104,129,140,4.103516,Close,valid_depth,conf1,304,,fallback_conf_ge_1,,Close,true,2026-07-02T11:42:37-04:00
